Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-12-16 00:00:00-05:00,76.37000274658203,76.56999969482422,73.33000183105469,74.29000091552734,99205,0.0,0.0
2022-12-19 00:00:00-05:00,74.5,76.41000366210938,73.80999755859375,75.19000244140625,69348,0.0,0.0
2022-12-20 00:00:00-05:00,75.69999694824219,76.75,74.30999755859375,76.08999633789062,254792,0.0,0.0
2022-12-21 00:00:00-05:00,75.98999786376953,78.61000061035156,75.80000305175781,78.29000091552734,234624,0.0,0.0
2022-12-22 00:00:00-05:00,78.43000030517578,79.9000015258789,77.02999877929688,77.48999786376953,219142,0.0,0.0
2022-12-23 00:00:00-05:00,78.18000030517578,80.33000183105469,77.9800033569336,79.55999755859375,237711,0.0,0.0
2022-12-27 00:00:00-05:00,79.9000015258789,81.18000030517578,79.16000366210938,79.52999877929688,199601,0.0,0.0
2022-12-28 00:00:00-05:00,79.88999938964844,79.91999816894531,77.30000305175781,78.95999908447266,207717,0.0,0.0
2022-12-29 00:00:00-05:00,78.81999969482422,78.81999969482422,76.79000091552734,78.4000015258789,199858,0.0,0.0
2022-12-30 00:00:00-05:00,78.7300033569336,80.66999816894531,77.70999908447266,80.26000213623047,205909,0.0,0.0
2023-01-03 00:00:00-05:00,80.56999969482422,81.5,76.5999984741211,76.93000030517578,338520,0.0,0.0
2023-01-04 00:00:00-05:00,77.25,77.41999816894531,72.7300033569336,72.83999633789062,352434,0.0,0.0
2023-01-05 00:00:00-05:00,73.25,74.91999816894531,72.45999908447266,73.66999816894531,300731,0.0,0.0
2023-01-06 00:00:00-05:00,73.97000122070312,75.47000122070312,73.23999786376953,73.7699966430664,258128,0.0,0.0
2023-01-09 00:00:00-05:00,73.47000122070312,76.73999786376953,73.47000122070312,74.62999725341797,329290,0.0,0.0
2023-01-10 00:00:00-05:00,74.86000061035156,75.91999816894531,73.83999633789062,75.12000274658203,307430,0.0,0.0
2023-01-11 00:00:00-05:00,74.77999877929688,77.83999633789062,74.30999755859375,77.41000366210938,350891,0.0,0.0
2023-01-12 00:00:00-05:00,77.69999694824219,79.16000366210938,77.0999984741211,78.38999938964844,307705,0.0,0.0
2023-01-13 00:00:00-05:00,78.31999969482422,80.11000061035156,77.97000122070312,79.86000061035156,283539,0.0,0.0
2023-01-17 00:00:00-05:00,80.0999984741211,81.2300033569336,78.52999877929688,80.18000030517578,312275,0.0,0.0
2023-01-18 00:00:00-05:00,80.97000122070312,82.37999725341797,78.94000244140625,79.4800033569336,92549,0.0,0.0
2023-01-19 00:00:00-05:00,79.13999938964844,81.18000030517578,78.12999725341797,80.33000183105469,58863,0.0,0.0
2023-01-20 00:00:00-05:00,80.5999984741211,81.63999938964844,79.69000244140625,81.30999755859375,300145,0.0,0.0
2023-01-23 00:00:00-05:00,81.79000091552734,82.63999938964844,81.05000305175781,81.62000274658203,297076,0.0,0.0
2023-01-24 00:00:00-05:00,81.62000274658203,82.22000122070312,79.66000366210938,80.12999725341797,288207,0.0,0.0
2023-01-25 00:00:00-05:00,80.26000213623047,81.2300033569336,79.44999694824219,80.1500015258789,297234,0.0,0.0
2023-01-26 00:00:00-05:00,80.4800033569336,82.13999938964844,79.91999816894531,81.01000213623047,291060,0.0,0.0
2023-01-27 00:00:00-05:00,81.22000122070312,82.4800033569336,79.04000091552734,79.68000030517578,367588,0.0,0.0
2023-01-30 00:00:00-05:00,80.04000091552734,80.48999786376953,77.66000366210938,77.9000015258789,327426,0.0,0.0
2023-01-31 00:00:00-05:00,77.91000366210938,79.25,76.55000305175781,78.87000274658203,312734,0.0,0.0
2023-02-01 00:00:00-05:00,79.05999755859375,79.7300033569336,76.05000305175781,76.41000366210938,360859,0.0,0.0
2023-02-02 00:00:00-05:00,76.79000091552734,77.23999786376953,74.97000122070312,75.87999725341797,339755,0.0,0.0
2023-02-03 00:00:00-05:00,75.91999816894531,78.0,73.0999984741211,73.38999938964844,413414,0.0,0.0
2023-02-06 00:00:00-05:00,73.2300033569336,74.51000213623047,72.25,74.11000061035156,380028,0.0,0.0
2023-02-07 00:00:00-05:00,74.56999969482422,77.5999984741211,74.3499984741211,77.13999938964844,408279,0.0,0.0
2023-02-08 00:00:00-05:00,77.48999786376953,78.56999969482422,77.08000183105469,78.47000122070312,353468,0.0,0.0
2023-02-09 00:00:00-05:00,78.44999694824219,78.83999633789062,76.5199966430664,78.05999755859375,324156,0.0,0.0
2023-02-10 00:00:00-05:00,77.68000030517578,80.33000183105469,77.47000122070312,79.72000122070312,356062,0.0,0.0
2023-02-13 00:00:00-05:00,79.94000244140625,80.62000274658203,78.44999694824219,80.13999938964844,301299,0.0,0.0
2023-02-14 00:00:00-05:00,79.05999755859375,79.61000061035156,77.45999908447266,79.05999755859375,299938,0.0,0.0
2023-02-15 00:00:00-05:00,78.83000183105469,79.1500015258789,77.25,78.58999633789062,264486,0.0,0.0
2023-02-16 00:00:00-05:00,78.54000091552734,79.54000091552734,77.91999816894531,78.48999786376953,117600,0.0,0.0
2023-02-17 00:00:00-05:00,78.06999969482422,78.25,75.05999755859375,76.33999633789062,93267,0.0,0.0
2023-02-21 00:00:00-05:00,76.52999877929688,77.51000213623047,75.69000244140625,76.16000366210938,402351,0.0,0.0
2023-02-22 00:00:00-05:00,76.11000061035156,76.55000305175781,73.80000305175781,73.94999694824219,332018,0.0,0.0
2023-02-23 00:00:00-05:00,73.91999816894531,75.98999786376953,73.83000183105469,75.38999938964844,333838,0.0,0.0
2023-02-24 00:00:00-05:00,75.5999984741211,76.62999725341797,74.08999633789062,76.31999969482422,329254,0.0,0.0
2023-02-27 00:00:00-05:00,76.41999816894531,76.81999969482422,74.98999786376953,75.68000030517578,266091,0.0,0.0
2023-02-28 00:00:00-05:00,75.76000213623047,77.83000183105469,75.55000305175781,77.05000305175781,300093,0.0,0.0
2023-03-01 00:00:00-05:00,76.8499984741211,77.8499984741211,76.12000274658203,77.69000244140625,342121,0.0,0.0
2023-03-02 00:00:00-05:00,77.73999786376953,78.58999633789062,77.2300033569336,78.16000366210938,260331,0.0,0.0
2023-03-03 00:00:00-05:00,77.88999938964844,79.9000015258789,75.83000183105469,79.68000030517578,374201,0.0,0.0
2023-03-06 00:00:00-05:00,79.91999816894531,80.62999725341797,78.31999969482422,80.45999908447266,292351,0.0,0.0
2023-03-07 00:00:00-05:00,80.5,80.94000244140625,77.05999755859375,77.58000183105469,398241,0.0,0.0
2023-03-08 00:00:00-05:00,77.31999969482422,77.7300033569336,76.11000061035156,76.66000366210938,335930,0.0,0.0
2023-03-09 00:00:00-05:00,76.5,78.05999755859375,75.43000030517578,75.72000122070312,349960,0.0,0.0
2023-03-10 00:00:00-05:00,75.6500015258789,77.11000061035156,74.7699966430664,76.68000030517578,371834,0.0,0.0
2023-03-13 00:00:00-04:00,76.5999984741211,77.47000122070312,72.30000305175781,74.80000305175781,457423,0.0,0.0
2023-03-14 00:00:00-04:00,74.69999694824219,74.9000015258789,70.77999877929688,71.33000183105469,432858,0.0,0.0
2023-03-15 00:00:00-04:00,71.55999755859375,72.55999755859375,65.6500015258789,67.61000061035156,555164,0.0,0.0
2023-03-16 00:00:00-04:00,68.22000122070312,69.37999725341797,65.70999908447266,68.3499984741211,327120,0.0,0.0
2023-03-17 00:00:00-04:00,68.26000213623047,69.63999938964844,65.16999816894531,66.73999786376953,152255,0.0,0.0
2023-03-20 00:00:00-04:00,66.62000274658203,67.69999694824219,64.12000274658203,67.63999938964844,76873,0.0,0.0
2023-03-21 00:00:00-04:00,67.62000274658203,69.5999984741211,66.7699966430664,69.33000183105469,409495,0.0,0.0
2023-03-22 00:00:00-04:00,69.4800033569336,71.30999755859375,68.88999938964844,70.9000015258789,337639,0.0,0.0
2023-03-23 00:00:00-04:00,69.94999694824219,71.66999816894531,69.13999938964844,69.95999908447266,335241,0.0,0.0
2023-03-24 00:00:00-04:00,69.51000213623047,70.37999725341797,66.81999969482422,69.26000213623047,380852,0.0,0.0
2023-03-27 00:00:00-04:00,69.41999816894531,73.0999984741211,69.12999725341797,72.80999755859375,353598,0.0,0.0
2023-03-28 00:00:00-04:00,72.86000061035156,73.93000030517578,72.19000244140625,73.19999694824219,328472,0.0,0.0
2023-03-29 00:00:00-04:00,73.61000061035156,74.37000274658203,72.76000213623047,72.97000122070312,312669,0.0,0.0
