Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-04-26 00:00:00+02:00,8687.7001953125,8703.7998046875,8435.2998046875,8439.2998046875,321479300,0.0,0.0
2022-04-27 00:00:00+02:00,8458.7998046875,8506.900390625,8344.900390625,8477.7001953125,243349200,0.0,0.0
2022-04-28 00:00:00+02:00,8515.7998046875,8554.900390625,8415.7998046875,8512.2001953125,234735800,0.0,0.0
2022-04-29 00:00:00+02:00,8572.099609375,8617.2998046875,8526.0,8584.2001953125,218569900,0.0,0.0
2022-05-02 00:00:00+02:00,8516.599609375,8563.2001953125,8350.0,8436.0,158843800,0.0,0.0
2022-05-03 00:00:00+02:00,8501.900390625,8590.2001953125,8477.099609375,8590.2001953125,173278100,0.0,0.0
2022-05-04 00:00:00+02:00,8594.7998046875,8612.099609375,8498.400390625,8500.5,158306400,0.0,0.0
2022-05-05 00:00:00+02:00,8636.7001953125,8651.2001953125,8427.599609375,8434.7001953125,252403200,0.0,0.0
2022-05-06 00:00:00+02:00,8398.599609375,8406.5,8283.599609375,8322.0,314494000,0.0,0.0
2022-05-09 00:00:00+02:00,8280.099609375,8358.400390625,8139.2001953125,8139.2001953125,192928700,0.0,0.0
2022-05-10 00:00:00+02:00,8219.2998046875,8259.0,8138.89990234375,8139.2001953125,204415900,0.0,0.0
2022-05-11 00:00:00+02:00,8187.10009765625,8316.7998046875,8138.5,8312.599609375,199584100,0.0,0.0
2022-05-12 00:00:00+02:00,8183.2001953125,8257.099609375,8134.5,8200.400390625,202060000,0.0,0.0
2022-05-13 00:00:00+02:00,8263.400390625,8338.099609375,8244.7001953125,8338.099609375,148599600,0.0,0.0
2022-05-16 00:00:00+02:00,8316.2998046875,8383.2001953125,8284.7998046875,8353.7001953125,118777700,0.0,0.0
2022-05-17 00:00:00+02:00,8422.5,8488.900390625,8409.400390625,8475.7001953125,156305200,0.0,0.0
2022-05-18 00:00:00+02:00,8492.7998046875,8546.400390625,8454.7998046875,8476.400390625,156404000,0.0,0.0
2022-05-19 00:00:00+02:00,8416.099609375,8436.599609375,8341.7001953125,8406.0,155481600,0.0,0.0
2022-05-20 00:00:00+02:00,8464.900390625,8546.900390625,8456.099609375,8484.5,172383300,0.0,0.0
2022-05-23 00:00:00+02:00,8600.400390625,8625.7998046875,8514.7001953125,8625.7998046875,166876400,0.0,0.0
2022-05-24 00:00:00+02:00,8537.7998046875,8654.0,8534.2998046875,8631.2001953125,207033000,0.0,0.0
2022-05-25 00:00:00+02:00,8723.099609375,8773.900390625,8652.2001953125,8760.2001953125,203488200,0.0,0.0
2022-05-26 00:00:00+02:00,8787.5,8901.2001953125,8780.0,8888.7998046875,203819800,0.0,0.0
2022-05-27 00:00:00+02:00,8904.0,8937.7001953125,8873.0,8933.599609375,194951400,0.0,0.0
2022-05-30 00:00:00+02:00,8975.599609375,8992.7001953125,8905.599609375,8930.7998046875,159281100,0.0,0.0
2022-05-31 00:00:00+02:00,8898.7998046875,8922.7998046875,8836.900390625,8851.5,314821900,0.0,0.0
2022-06-01 00:00:00+02:00,8881.2998046875,8909.2998046875,8736.7001953125,8747.2001953125,163198400,0.0,0.0
2022-06-02 00:00:00+02:00,8778.900390625,8793.2001953125,8709.0,8744.099609375,103691200,0.0,0.0
2022-06-03 00:00:00+02:00,8800.7001953125,8808.2001953125,8706.400390625,8724.7998046875,95868700,0.0,0.0
2022-06-06 00:00:00+02:00,8785.2998046875,8852.2998046875,8768.2001953125,8836.2998046875,124143400,0.0,0.0
2022-06-07 00:00:00+02:00,8793.2998046875,8848.7998046875,8793.2998046875,8841.599609375,139318200,0.0,0.0
2022-06-08 00:00:00+02:00,8876.7001953125,8881.599609375,8791.0,8842.7001953125,145183000,0.0,0.0
2022-06-09 00:00:00+02:00,8812.5,8836.2998046875,8707.7998046875,8711.2001953125,174009600,0.0,0.0
2022-06-10 00:00:00+02:00,8662.0,8671.2998046875,8362.7998046875,8390.599609375,271499400,0.0,0.0
2022-06-13 00:00:00+02:00,8312.900390625,8312.900390625,8159.0,8183.2998046875,266905800,0.0,0.0
2022-06-14 00:00:00+02:00,8229.2001953125,8280.400390625,8066.39990234375,8066.39990234375,175608800,0.0,0.0
